"日/月
",1,2,3,4,5,6,7,8,9,10,11,12
2023/06,17.8,18.6,18.3,22,24.7,27.6,29.4,28.8,26.7,24.1,24.2,19.6
2023/07,16.7,18.6,19.8,16.2,21.3,27.4,29.3,28.7,27,25.7,21.5,19.6
2023/08,19,18.2,20.4,16.7,19.7,26.9,28.7,28.4,26.6,24.5,23.4,21.8
2023/09,19.1,18.5,19.6,19,19.5,26.1,28.7,28.8,26.4,23.7,24.3,22
2023/10,17.7,16.9,20.8,21.2,20.7,25.7,27.6,28.2,26.1,23.6,22.8,23.3
2023/11,19.4,20,21.3,21.9,21.3,25.9,27.9,27.5,26.5,24,20.8,23.3
2023/12,20.6,19.7,18.8,21.5,22.5,24.7,28.5,28.2,26.8,24.2,20.3,18.2
2023/13,20.8,17.7,14.4,23.6,20.9,25.8,28.4,28.5,26.8,23.8,18.3,19.9
2023/14,21.1,12.3,18.1,23,21.7,25.9,28.3,29,27.1,23.1,19.5,22
2023/15,13.1,11.9,19.8,21.1,22.3,23.6,28.4,29.3,27.1,23.4,21.1,22.3
2023/16,11.2,14.1,20.1,23.1,23,25.8,28.3,26.9,27.6,24,19.8,13.5
2023/17,14,19.5,19.2,23.9,23.6,26.4,28.6,27.4,27.8,23.8,16.1,12.6
2023/18,13.2,20,16.7,23.1,25.6,27.5,28.8,26.5,27.8,24.4,16.4,18.5
2023/19,15.2,16.9,19,22.6,22.4,27.5,29.2,27.5,27.9,25.1,18.8,17.1
2023/20,15.3,14,19.1,20.4,22.3,28.2,29.4,27.9,28.1,23,20.2,14.4
2023/21,17.6,13.6,21.3,19.7,24.8,28.3,29.4,28.3,28.2,22.4,21.8,10.8
2023/22,18.6,15.6,23.1,19.3,24.7,27.7,29.5,28.6,28,22.6,22.2,10.2
2023/23,17.7,17.3,22.2,20.7,20.4,27.7,29.6,28.1,27.7,23.5,21.5,14.5
2023/24,9.7,15,19.3,19.1,22.4,27.7,29.1,28.1,28,24.8,19.5,13.7
2023/25,10.1,13.3,17.6,18.3,23.8,27.6,29,28.4,27.9,24.8,19.6,13.2
2023/26,16.2,12.1,15.1,17.7,24.8,27.6,28.1,28.2,27.9,25.1,20.5,18.2
2023/27,11.1,16,16,19.9,24.5,27.5,26.9,28.3,27.5,22.4,21.1,20.9
2023/28,9.1,20.1,17.3,23.1,25.5,27.4,26.8,28.7,27.2,22.2,20.9,19.9
2023/29,11.4,--,20.4,23.1,26,28.1,27.3,28.8,27.4,22.7,22.8,19.6
2023/30,13.7,--,17.9,18.1,26.1,28.1,27.7,28.8,27.1,22.3,20.1,19.2
2023/31,18.1,--,17.7,--,26,--,27.6,28.2,--,23.6,--,18.2
2024/01,15.9,21.3,11.1,20.8,20.9,24.5,29.2,29,29,26.9,23.5,20.6
2024/02,18.5,18.1,10.9,23.4,20,21,29.1,29.4,29.2,23.9,22.5,21.9
2024/03,14.7,18.7,14.2,25,21.8,22.4,29.2,29.1,29.1,22.6,23.4,21.3
2024/04,15.9,18.1,18,20.9,23.7,24.2,29.1,29.2,28.4,24.2,24.2,19.7
2024/05,18.5,14.8,21.5,17.7,25.1,23.1,29.3,28.3,29.2,25.3,22.4,19.4
2024/06,18,14.6,14,19.1,25.2,22.4,29.5,28.3,29.2,26.4,21,19.6
2024/07,16.7,14,12.8,19.4,23.8,24.1,29.3,28.5,28.6,25.4,21.4,18.2
2024/08,17.8,12.3,13.1,19.8,23.5,24.7,28.9,28,28.3,24.4,22,15.8
2024/09,19.2,11.5,12.9,18,21.3,25.1,29.2,28.7,28.7,23.8,23,17.8
2024/10,15.4,13.2,16.4,21.1,23.1,26.5,29.4,28.6,28.5,23.3,22.7,19
2024/11,13.5,15.6,16.9,23.5,24.3,26.7,29.8,29.5,28.7,23.9,23.2,19
2024/12,16.6,17.5,16.6,23.5,24.8,27.6,30.2,29.6,28.5,25.2,22.9,17.4
2024/13,18.5,18.6,16.7,23.6,19.1,27.6,30,29.5,28.8,25.5,23.1,16.5
2024/14,20.5,18.1,19.2,25,20.8,26.4,29.9,28.6,26.1,26.2,24.3,13.4
2024/15,17.6,18.7,20,25.1,21.3,27.3,29.9,27.2,27.9,25.9,23.9,13.4
2024/16,16.9,14.7,19.7,24.6,21.4,27.4,29.6,28.4,28.6,25.7,22.1,14.3
2024/17,20.8,19.5,19.1,25.4,24.2,27,30,28.3,28.7,26,22.2,16.2
2024/18,20.6,20.5,16.2,21.6,24.4,25.8,30.3,28.3,28.4,26.3,20.1,14.8
2024/19,20.8,22.4,14.4,23.6,24,27.1,30.1,28.2,28.3,25.7,19,13.5
2024/20,19.3,22.1,15.9,25.6,23.6,28.3,30.1,28.5,28.5,23.8,19.5,16.4
2024/21,14.5,22.4,17.6,26,24,28.8,29.9,29,27.3,24.2,18.5,14.9
2024/22,11.4,16.7,20.2,24.6,23.3,28.8,29.9,29.1,26.9,24.2,19.7,13.7
2024/23,8.1,12.8,22.2,23.5,22.8,28.8,28.7,29.2,26.3,22.3,19.8,16.2
2024/24,9.4,13.4,23.2,20.1,24,29,27.7,28,26.7,22.3,20.6,16.9
2024/25,11.3,10.7,23.3,22.1,24.8,28.8,26.6,28.9,26.2,25.1,22.6,18.7
2024/26,12.4,11.7,17.7,23.2,25.2,28.7,26.1,27.9,26.6,26,17.7,16.9
2024/27,12.7,13.4,18.2,24,25.2,28.7,26.2,28.5,27,26,16.6,16.4
2024/28\,13.2,16.1,21.6,24.7,22.4,28.9,26.7,28.9,27.3,23.3,17,12.5
2024/29,17.6,15.4,20.2,26.2,22.8,29.1,27,28.9,27.5,23.3,16,14.7
2024/30,18.7,--,21.5,25.1,25.3,29.1,27.9,28.8,26.8,23.8,17.7,17.7
2024/31,21.5,--,21.1,--,27,--,28.4,29,--,25.7,--,16.1
2025/01,16.7,18.3,21.8,14,22.9,25.3,28.7,28.5,27.3,28,23.2,21.8
2025/02,17.3,15.8,22.5,15.5,23.4,27.1,29,28.2,28.1,28.1,22.9,21.7
2025/03,16.2,12.3,22.1,18.6,24.3,23.2,28.9,28.8,28.9,28.4,21.4,17.8
2025/04,17.2,11.2,18.9,20.5,22.9,23.6,28.8,28.7,28.6,28.3,20.4,17.5
2025/05,18.8,13.6,16.2,18.4,23.8,24.1,28.8,28.2,28.7,28.4,23,18.4
2025/06,15.7,13.9,14.1,20,23.7,26.3,27.1,28.9,28.7,27.9,24.3,19.8
2025/07,14.4,11.6,14,22.2,20.7,27.3,25.9,28.2,29,28.5,24.7,22.2
2025/08,15.4,8.9,15.1,22.9,23.1,27.5,27.3,28.1,28.6,28.2,24.8,20.8
2025/09,13.8,11,16.8,22.9,25.4,27.7,26.4,28.9,29.3,27.9,24,20.1
2025/10,11.4,14.4,20.7,20.4,23.8,27.5,26.7,28.8,28.7,27.9,22.7,20.4
2025/11,12.2,19.5,20.5,22.6,20,27.7,26.6,28.3,28.7,27.6,22.2,19.8
2025/12,13.5,18.9,21.8,21.8,22.2,26.2,27.6,28.3,29,27.3,23.6,20
2025/13,15,13.6,20.6,16.5,23.5,26.3,28.5,27.7,29.1,27.6,22,18.8
2025/14,19.3,16.3,19.4,21.3,24.6,27.4,27.7,27.6,28.7,27.6,21.8,13.7
2025/15,13.9,19.9,17.2,21.1,24.7,27.6,28.9,27.7,29.1,27.7,22.5,17.2
2025/16,12.2,17.4,13.4,22.2,25.8,28.1,28.9,27.7,29.2,27.9,23.8,20.7
2025/17,12.9,16.5,12.3,23.4,26.4,26.6,28.9,28,29,28,22.2,20.4
2025/18,16.5,14.2,14.8,23.8,26,27.6,27.8,28.2,28.6,28,18,19.7
2025/19,15.9,15.2,14.4,24.7,25.9,27.5,27.2,28.1,28.2,25.8,15.7,20.5
2025/20,16.5,15.7,15.2,23.6,26.9,27.7,26.8,28.4,28.7,24.1,18,20.5
2025/21,17.2,13.9,18.4,24.2,27,28.4,25.5,28.7,28.8,22.9,19.9,18.8
2025/22,19.6,14.3,19.9,25.5,26.7,28.6,27.3,28.5,28,22.7,20.9,18.5
2025/23,18.1,13.8,20.6,22.3,27.5,28.5,27.8,28.6,27.9,23.6,22.7,21.2
2025/24,19.2,12.3,21.6,20.5,22.8,29,27.6,28.4,27.6,23.7,23.4,20.2
2025/25,18,16.3,22.4,19.4,21.6,28.6,27.1,28.1,27.7,24.7,19,14.6
2025/26,15.9,17.6,22.7,18.5,20.1,28.6,28.1,27.6,26.9,23.8,18.7,14.2
2025/27,10.8,18.7,23.7,22.9,23.3,28.7,27.8,27.4,28.1,22.4,19.3,15.9
2025/28,11.6,22.1,15.2,21.3,23,28.6,27.1,27.7,28.1,22.1,18.1,17.3
2025/29,12.5,--,12.9,21.3,21.8,28.7,27.3,28.1,28,23.6,21.3,19.9
2025/30,16.7,--,12.5,22.3,22.7,28.8,28.8,27.9,27.9,24.4,22.9,18.8
2025/31,19.3,--,14.1,--,23.8,--,28.5,27.6,--,23.2,--,17.4
